event_id,nearest_facility_id,nearest_facility,nearest_facility_type,facility_distance_m,facility_confidence,spatial_zone,max_frp,observation_count,duration_hours,nearest_industrial_context_id,nearest_industrial_context,nearest_industrial_context_type,industrial_context_distance_m,inside_approx_industrial_context,approx_contexts,context_confidence,context_note
EVT-DAHEJ-01121,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,44871.7,verified,comparison_area,6.82,2,12.483333333333333,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,48845.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01122,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,5866.1,verified,dahej_core,3.24,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,13734.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01123,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,37906.1,verified,comparison_area,2.12,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,43301.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01124,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,21454.2,verified,dahej_fringe,7.86,3,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,28410.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01125,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,41690.2,verified,comparison_area,4.74,5,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,47653.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01126,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25632.6,verified,comparison_area,3.32,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,31922.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01127,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,16964.8,verified,dahej_fringe,3.58,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,24655.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01128,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,31176.5,verified,comparison_area,3.67,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37863.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01129,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,29953.1,verified,comparison_area,3.28,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,36603.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01130,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,18144.8,verified,dahej_fringe,2.91,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,20468.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01131,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25665.3,verified,comparison_area,3.43,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,32627.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01132,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,38573.0,verified,comparison_area,15.13,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,44104.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01133,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,25666.8,verified,comparison_area,2.84,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,26983.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01134,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,30042.4,verified,comparison_area,3.97,1,0.0,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,33283.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01135,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,38492.7,verified,comparison_area,4.8,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,41312.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01136,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,34368.3,verified,comparison_area,2.81,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,40863.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01137,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,39034.1,verified,comparison_area,11.41,6,0.85,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,42332.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01138,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,39276.3,verified,comparison_area,8.57,4,0.85,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,42571.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01139,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,28999.9,verified,comparison_area,3.37,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,33305.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01140,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,43161.5,verified,comparison_area,0.9,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,46313.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01141,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,13319.4,verified,dahej_core,3.45,3,0.8333333333333334,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,15667.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01142,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,15945.3,verified,dahej_fringe,2.72,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,23619.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01143,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,31675.9,verified,comparison_area,1.74,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37404.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01144,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,21488.2,verified,dahej_fringe,2.26,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,27370.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01145,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,29309.1,verified,comparison_area,20.21,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,33891.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01146,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,19346.7,verified,dahej_fringe,1.34,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,24188.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01147,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,48859.2,verified,comparison_area,0.6,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,53163.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01148,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,20397.2,verified,comparison_area,4.5,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26913.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01149,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,26019.0,verified,comparison_area,3.95,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,31847.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01150,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,5419.9,verified,dahej_core,2.71,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,8028.3,True,Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01151,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,27444.6,verified,comparison_area,4.39,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,32962.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01152,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,30888.2,verified,comparison_area,7.23,4,24.516666666666666,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,38109.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01153,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,34165.3,verified,comparison_area,2.35,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,40499.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01154,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,43025.6,verified,comparison_area,2.33,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,46936.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01155,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,43413.6,verified,comparison_area,3.79,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,47960.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01156,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,33826.7,verified,comparison_area,5.55,2,23.7,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,39428.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01157,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,1730.8,verified,dahej_core,2.67,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,8502.2,True,Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01158,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,23221.2,verified,dahej_fringe,1.43,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,25662.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01159,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,22923.6,verified,dahej_fringe,3.92,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26306.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01160,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,4669.1,verified,dahej_core,7.7,3,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,12327.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01161,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,43618.0,verified,comparison_area,3.3,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,48022.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01162,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,37729.9,verified,comparison_area,4.64,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,40718.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01163,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,42647.8,verified,comparison_area,1.59,6,24.516666666666666,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,47691.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01164,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,45930.2,verified,comparison_area,8.26,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,50322.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01165,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,34250.4,verified,comparison_area,3.26,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,36976.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01166,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,35435.0,verified,comparison_area,5.11,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,41074.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01167,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,21948.2,verified,dahej_fringe,2.74,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26951.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01168,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,30949.9,verified,comparison_area,0.91,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,38188.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01169,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,45424.4,verified,comparison_area,3.68,2,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,49452.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01170,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,13205.6,verified,dahej_core,2.83,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,16428.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01171,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,27183.6,verified,comparison_area,2.78,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,31940.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01172,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,29033.7,verified,comparison_area,3.3,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,31375.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01173,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,34885.5,verified,comparison_area,5.43,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,40904.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01174,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,16490.7,verified,dahej_fringe,3.13,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,21491.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01175,FAC-DAHEJ-010,SRF Limited — Dahej,chemical,3474.3,verified,dahej_core,8.11,3,24.516666666666666,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,5041.2,True,Dahej GIDC Industrial Estate — broad reference;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01176,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,30725.9,verified,comparison_area,0.64,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37950.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01177,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,42401.4,verified,comparison_area,20.58,6,1.6666666666666667,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,46284.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01178,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,29184.2,verified,comparison_area,2.51,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,33083.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01179,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,25738.4,verified,dahej_fringe,2.18,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,29640.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01180,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,26879.0,verified,comparison_area,4.75,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,33538.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01181,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,32205.1,verified,comparison_area,1.58,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37904.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01182,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,21359.0,verified,dahej_fringe,5.34,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,28274.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01183,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,33313.4,verified,comparison_area,1.33,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,39573.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01184,FAC-DAHEJ-002,Dahej OPAL Captive Power Plant,power_plant,34407.9,verified,comparison_area,3.41,2,23.683333333333334,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,35093.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01185,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,20742.1,verified,dahej_fringe,2.73,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26651.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01186,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,36992.4,verified,comparison_area,5.19,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,42585.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01187,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,30347.3,verified,comparison_area,2.02,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,35475.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01188,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,31382.3,verified,comparison_area,8.65,3,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,38228.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01189,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,38801.3,verified,comparison_area,9.11,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,44338.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01190,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,16999.7,verified,dahej_fringe,3.46,3,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,24670.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01191,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,6060.5,verified,dahej_core,1.84,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,13922.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01192,FAC-DAHEJ-013,Meghmani Finechem / Meghmani Organic — Dahej,chemical,3393.0,verified,dahej_core,2.64,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,5243.1,True,Dahej GIDC Industrial Estate — broad reference;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01193,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,41718.9,verified,comparison_area,3.21,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,47724.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01194,FAC-DAHEJ-010,SRF Limited — Dahej,chemical,2662.4,verified,dahej_core,2.01,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,4387.8,True,Dahej GIDC Industrial Estate — broad reference;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01195,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,31458.1,verified,comparison_area,1.97,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,35137.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-01196,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,21939.2,verified,dahej_fringe,7.28,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,27135.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
